id,mu,lambda,mut_prob,cx_prob,HV
1376,262,469,0.6184141719713807,0.3815858280286193,3.6925
1377,251,469,0.6184141719713807,0.3815858280286193,3.6097
1378,251,449,0.5722279353067279,0.4277720646932721,3.1909
1379,262,490,0.5722279353067279,0.4277720646932721,3.1663
1380,152,409,0.7935022534802556,0.2064977465197444,3.6233
1381,107,288,0.7935022534802556,0.2064977465197444,2.9406
1382,152,264,0.7935022534802556,0.2064977465197444,3.0374
1383,152,409,0.9924754733219743,0.0075245266780257225,3.2773
1384,107,185,0.9924754733219743,0.0075245266780257225,2.564
1385,981,1679,0.18350411113351583,0.8164958888664842,3.4817
1386,608,1040,0.18350411113351583,0.8164958888664842,3.3712
1387,981,2534,0.18350411113351583,0.8164958888664842,3.4106
1388,981,1679,0.34192295745015144,0.6580770425498486,3.5139
1389,608,1570,0.34192295745015144,0.6580770425498486,3.5334
1390,579,1370,0.6974530406296253,0.3025469593703747,3.3604
1391,456,1079,0.6974530406296253,0.3025469593703747,3.6467
1392,579,1420,0.6974530406296253,0.3025469593703747,4.0391
1393,579,1370,0.07249720394611359,0.9275027960538864,3.5791
1394,456,1118,0.07249720394611359,0.9275027960538864,3.2054
1395,465,630,0.34113496355712414,0.6588650364428759,3.5067
1396,957,1296,0.34113496355712414,0.6588650364428759,3.3447
1397,465,628,0.34113496355712414,0.6588650364428759,3.0909
1398,465,630,0.7307997616007924,0.2692002383992076,3.196
1399,957,1293,0.7307997616007924,0.2692002383992076,3.479
1400,476,1426,0.6426407471299171,0.35735925287008286,3.8798
1401,528,1582,0.6426407471299171,0.35735925287008286,3.3696
1402,476,1041,0.6426407471299171,0.35735925287008286,3.3977
1403,476,1426,0.5209027631208301,0.47909723687916994,3.679
1404,528,1154,0.5209027631208301,0.47909723687916994,3.2884
1405,598,1177,0.25532221980392933,0.7446777801960707,3.6879
1406,145,285,0.25532221980392933,0.7446777801960707,2.9227
1407,598,612,0.25532221980392933,0.7446777801960707,3.2375
1408,598,1177,0.17485797964036465,0.8251420203596354,3.5835
1409,145,148,0.17485797964036465,0.8251420203596354,2.3873
1410,910,1890,0.8639319101348519,0.13606808986514807,3.6979
1411,891,1851,0.8639319101348519,0.13606808986514807,3.7451
1412,910,1708,0.8639319101348519,0.13606808986514807,3.8938
1413,910,1890,0.41314792819321156,0.5868520718067884,3.4898
1414,891,1673,0.41314792819321156,0.5868520718067884,3.5239
1415,74,80,0.2224494768306613,0.7775505231693387,1.9609
1416,510,551,0.2224494768306613,0.7775505231693387,3.0195
1417,74,206,0.2224494768306613,0.7775505231693387,2.9917
1418,74,80,0.7514426847919822,0.24855731520801783,2.4251
1419,510,1421,0.7514426847919822,0.24855731520801783,3.5127
1420,211,513,0.4277477553114295,0.5722522446885705,3.226
1421,336,817,0.4277477553114295,0.5722522446885705,3.3179
1422,211,562,0.4277477553114295,0.5722522446885705,3.652
1423,211,513,0.6726353736594319,0.32736462634056807,3.6298
1424,336,895,0.6726353736594319,0.32736462634056807,3.2731
1425,800,1125,0.5325960414484143,0.4674039585515857,3.4696
1426,838,1179,0.5325960414484143,0.4674039585515857,3.235
1427,800,1210,0.5325960414484143,0.4674039585515857,3.3488
1428,800,1125,0.02214483916759491,0.9778551608324051,2.867
1429,838,1267,0.02214483916759491,0.9778551608324051,2.8342
1430,756,1900,0.07883254252374172,0.9211674574762583,3.6324
1431,225,565,0.07883254252374172,0.9211674574762583,3.0058
1432,756,1057,0.07883254252374172,0.9211674574762583,3.1792
1433,756,1900,0.25262682512402534,0.7473731748759747,3.4358
1434,225,314,0.25262682512402534,0.7473731748759747,3.0734
1435,403,611,0.9451680295169353,0.05483197048306465,3.0495
1436,726,1102,0.9451680295169353,0.05483197048306465,3.7052
1437,403,925,0.9451680295169353,0.05483197048306465,3.5215
1438,403,611,0.91099136415869,0.08900863584131002,3.2488
1439,726,1667,0.91099136415869,0.08900863584131002,3.6517
1440,384,954,0.5826134886592627,0.41738651134073734,3.3614
1441,951,2363,0.5826134886592627,0.41738651134073734,4.0556
1442,384,625,0.5826134886592627,0.41738651134073734,3.3866
1443,384,954,0.7780627962201834,0.22193720377981663,3.7061
1444,951,1549,0.7780627962201834,0.22193720377981663,3.7423
1445,745,1103,0.4413909278810024,0.5586090721189976,3.2505
1446,450,666,0.4413909278810024,0.5586090721189976,3.4854
1447,745,1888,0.4413909278810024,0.5586090721189976,3.4597
1448,745,1103,0.4324571890756488,0.5675428109243512,3.2718
1449,450,1140,0.4324571890756488,0.5675428109243512,3.267
1450,818,2098,0.9239591797813773,0.07604082021862268,3.3882
1451,588,1508,0.9239591797813773,0.07604082021862268,3.953
1452,818,1988,0.9239591797813773,0.07604082021862268,3.859
1453,818,2098,0.17069898452609777,0.8293010154739022,3.3379
1454,588,1429,0.17069898452609777,0.8293010154739022,3.7147
1455,222,353,0.0363807724788785,0.9636192275211215,2.6044
1456,86,136,0.0363807724788785,0.9636192275211215,1.9453
1457,222,284,0.0363807724788785,0.9636192275211215,1.986
1458,222,353,0.5084296185523272,0.49157038144767284,3.2156
1459,86,110,0.5084296185523272,0.49157038144767284,2.7418
1460,63,184,0.3599063465371728,0.6400936534628272,2.9356
1461,285,833,0.3599063465371728,0.6400936534628272,3.2498
1462,63,71,0.3599063465371728,0.6400936534628272,2.4367
1463,63,184,0.9307733327150345,0.06922666728496552,2.9834
1464,285,325,0.9307733327150345,0.06922666728496552,2.8929
1465,891,1709,0.7264711959287524,0.2735288040712476,3.5722
1466,667,1279,0.7264711959287524,0.2735288040712476,3.9376
1467,891,1829,0.7264711959287524,0.2735288040712476,3.6803
1468,891,1709,0.2807267578318715,0.7192732421681285,3.6381
1469,667,1369,0.2807267578318715,0.7192732421681285,3.3156
1470,608,1218,0.14667394012212753,0.8533260598778725,3.2341
1471,396,793,0.14667394012212753,0.8533260598778725,3.2184
1472,608,1774,0.14667394012212753,0.8533260598778725,3.6718
1473,608,1218,0.011151992715895176,0.9888480072841048,2.5305
1474,396,1155,0.011151992715895176,0.9888480072841048,2.8083
1475,494,509,0.751292871311307,0.24870712868869305,3.1232
1476,778,801,0.751292871311307,0.24870712868869305,3.0729
1477,494,869,0.751292871311307,0.24870712868869305,3.2971
1478,494,509,0.6689495630562305,0.33105043694376945,2.963
1479,778,1369,0.6689495630562305,0.33105043694376945,3.4031
1480,446,1174,0.20123663917183876,0.7987633608281612,3.2932
1481,703,1851,0.20123663917183876,0.7987633608281612,3.2676
1482,446,1211,0.20123663917183876,0.7987633608281612,3.3627
1483,446,1174,0.5822155494242907,0.41778445057570934,3.5611
1484,703,1908,0.5822155494242907,0.41778445057570934,3.7617
1485,567,933,0.8373551499098539,0.16264485009014606,3.534
1486,203,334,0.8373551499098539,0.16264485009014606,3.0337
1487,567,918,0.8373551499098539,0.16264485009014606,3.1734
1488,567,933,0.23667193856090307,0.7633280614390969,3.2637
1489,203,328,0.23667193856090307,0.7633280614390969,3.0047
1490,999,2305,0.2897110255435109,0.7102889744564891,3.6896
1491,830,1915,0.2897110255435109,0.7102889744564891,3.5054
1492,999,1469,0.2897110255435109,0.7102889744564891,3.2769
1493,999,2305,0.47488249372690916,0.5251175062730908,3.5696
1494,830,1220,0.47488249372690916,0.5251175062730908,3.3171
1495,163,210,0.6872915541753173,0.3127084458246827,3.129
1496,328,422,0.6872915541753173,0.3127084458246827,3.186
1497,163,377,0.6872915541753173,0.3127084458246827,3.268
1498,163,210,0.8126751240342855,0.18732487596571445,2.9448
1499,328,760,0.8126751240342855,0.18732487596571445,3.5897
1500,240,527,0.9785273252055049,0.021472674794495106,3.0639
1501,516,1133,0.9785273252055049,0.021472674794495106,3.6314
1502,240,527,0.9785273252055049,0.021472674794495106,3.2608
1503,240,527,0.7359029538929462,0.26409704610705376,3.2539
1504,516,1133,0.7359029538929462,0.26409704610705376,3.7087
1505,829,1001,0.12243764940649271,0.8775623505935073,3.1851
1506,897,1083,0.12243764940649271,0.8775623505935073,3.1178
1507,829,918,0.12243764940649271,0.8775623505935073,3.0367
1508,829,1001,0.08591836038976908,0.9140816396102309,3.0895
1509,897,993,0.08591836038976908,0.9140816396102309,2.9691
1510,667,1913,0.5124279651790857,0.48757203482091427,3.8482
1511,167,479,0.5124279651790857,0.48757203482091427,3.6835
1512,667,1326,0.5124279651790857,0.48757203482091427,3.2736
1513,667,1913,0.31631189305335283,0.6836881069466472,3.6922
1514,167,332,0.31631189305335283,0.6836881069466472,3.1973
1515,313,579,0.40220141410827637,0.5977985858917236,3.4131
1516,549,1015,0.40220141410827637,0.5977985858917236,3.4787
1517,313,886,0.40220141410827637,0.5977985858917236,3.3074
1518,313,579,0.974171444773674,0.02582855522632599,3.4056
1519,549,1554,0.974171444773674,0.02582855522632599,3.925
1520,334,921,0.8488703537732363,0.15112964622676373,3.4565
1521,356,981,0.8488703537732363,0.15112964622676373,3.6025
1522,334,446,0.8488703537732363,0.15112964622676373,3.1546
1523,334,921,0.11363206338137388,0.8863679366186261,3.038
1524,356,475,0.11363206338137388,0.8863679366186261,2.9927
1525,695,1230,0.23668336123228073,0.7633166387677193,3.3379
1526,804,1422,0.23668336123228073,0.7633166387677193,3.3022
1527,695,1726,0.23668336123228073,0.7633166387677193,3.3946
1528,695,1230,0.705267047509551,0.29473295249044895,3.6364
1529,804,1997,0.705267047509551,0.29473295249044895,3.5175
1530,857,1870,0.6284360690042377,0.37156393099576235,4.0386
1531,229,499,0.6284360690042377,0.37156393099576235,3.1869
1532,857,2231,0.6284360690042377,0.37156393099576235,4.0624
1533,857,1870,0.9435281474143267,0.05647185258567333,3.7879
1534,229,596,0.9435281474143267,0.05647185258567333,3.2631
1535,261,303,0.27041584346443415,0.7295841565355659,2.918
1536,678,788,0.27041584346443415,0.7295841565355659,3.1761
1537,261,443,0.27041584346443415,0.7295841565355659,3.1747
1538,261,303,0.3440182050690055,0.6559817949309945,2.8703
1539,678,1152,0.3440182050690055,0.6559817949309945,3.3194
1540,128,297,0.06365082133561373,0.9363491786643863,2.6938
1541,643,1493,0.06365082133561373,0.9363491786643863,3.1827
1542,128,232,0.06365082133561373,0.9363491786643863,2.6389
1543,128,297,0.20505973417311907,0.7949402658268809,3.0206
1544,643,1167,0.20505973417311907,0.7949402658268809,3.3779
1545,956,1275,0.9592855712398887,0.04071442876011133,3.3427
1546,75,100,0.9592855712398887,0.04071442876011133,2.3726
1547,956,2843,0.9592855712398887,0.04071442876011133,4.0294
1548,956,1275,0.6167654544115067,0.38323454558849335,3.5751
1549,75,223,0.6167654544115067,0.38323454558849335,3.3677
1550,525,1441,0.41366323456168175,0.5863367654383183,3.5401
1551,992,2723,0.41366323456168175,0.5863367654383183,3.8799
1552,525,1115,0.41366323456168175,0.5863367654383183,3.4987
1553,525,1441,0.8472171612083912,0.1527828387916088,3.9518
1554,992,2107,0.8472171612083912,0.1527828387916088,3.472
1555,411,709,0.5478060152381659,0.45219398476183414,3.2501
1556,423,729,0.5478060152381659,0.45219398476183414,3.2751
1557,411,497,0.5478060152381659,0.45219398476183414,3.233
1558,411,709,0.4432624215260148,0.5567375784739852,3.6642
1559,423,512,0.4432624215260148,0.5567375784739852,3.011
1560,511,1078,0.49971815943717957,0.5002818405628204,3.4213
1561,112,236,0.49971815943717957,0.5002818405628204,3.1754
1562,511,1157,0.49971815943717957,0.5002818405628204,3.3321
1563,511,1078,0.30941714253276587,0.6905828574672341,3.4554
1564,112,253,0.30941714253276587,0.6905828574672341,3.1545
1565,632,699,0.602376053109765,0.39762394689023495,3.2028
1566,560,619,0.602376053109765,0.39762394689023495,3.0385
1567,632,893,0.602376053109765,0.39762394689023495,3.1614
1568,632,699,0.9011141080409288,0.09888589195907116,3.3276
1569,560,791,0.9011141080409288,0.09888589195907116,3.1581
1570,915,2690,0.024463259615004063,0.9755367403849959,3.1134
1571,475,1396,0.024463259615004063,0.9755367403849959,3.1897
1572,915,1417,0.024463259615004063,0.9755367403849959,2.9539
1573,915,2690,0.6392824705690145,0.36071752943098545,3.9227
1574,475,736,0.6392824705690145,0.36071752943098545,3.1723
1575,79,155,0.8890981553122401,0.11090184468775988,3.1202
1576,924,1818,0.8890981553122401,0.11090184468775988,3.7242
1577,79,209,0.8890981553122401,0.11090184468775988,3.1505
1578,79,155,0.03983450960367918,0.9601654903963208,1.8769
1579,924,2444,0.03983450960367918,0.9601654903963208,3.2861
1580,190,483,0.7145002698525786,0.28549973014742136,3.1758
1581,870,2216,0.7145002698525786,0.28549973014742136,3.3793
1582,190,527,0.7145002698525786,0.28549973014742136,3.4263
1583,190,483,0.39986806455999613,0.6001319354400039,3.2385
1584,870,2415,0.39986806455999613,0.6001319354400039,4.0309
1585,779,1202,0.32497667986899614,0.6750233201310039,3.3085
1586,302,466,0.32497667986899614,0.6750233201310039,3.1768
1587,779,1507,0.32497667986899614,0.6750233201310039,3.3086
1588,779,1202,0.8116357810795307,0.18836421892046928,3.9355
1589,302,584,0.8116357810795307,0.18836421892046928,3.6649
1590,706,1678,0.8096887897700071,0.19031121022999287,3.4563
1591,759,1804,0.8096887897700071,0.19031121022999287,3.8401
1592,706,733,0.8096887897700071,0.19031121022999287,3.2329
1593,706,1678,0.5419952124357224,0.45800478756427765,3.3486
1594,759,788,0.5419952124357224,0.45800478756427765,3.1815
1595,352,494,0.16648990288376808,0.8335100971162319,2.9498
1596,191,268,0.16648990288376808,0.8335100971162319,2.5412
1597,352,748,0.16648990288376808,0.8335100971162319,3.4348
1598,352,494,0.13810246903449297,0.861897530965507,2.9271
1599,191,405,0.13810246903449297,0.861897530965507,2.9732
1600,355,715,0.7750765699893236,0.22492343001067638,3.2488
1601,568,1145,0.7750765699893236,0.22492343001067638,3.5102
1602,355,908,0.7750765699893236,0.22492343001067638,3.414
1603,355,715,0.45890871062874794,0.5410912893712521,3.4257
1604,568,1452,0.45890871062874794,0.5410912893712521,3.5232
1605,716,725,0.13946137577295303,0.860538624227047,2.8381
1606,120,121,0.13946137577295303,0.860538624227047,2.0855
1607,716,1183,0.13946137577295303,0.860538624227047,3.6197
1608,716,725,0.8628172064200044,0.13718279357999563,2.7733
1609,120,198,0.8628172064200044,0.13718279357999563,3.0186
1610,789,2296,0.7491124821826816,0.25088751781731844,4.0428
1611,918,2671,0.7491124821826816,0.25088751781731844,3.7285
1612,789,990,0.7491124821826816,0.25088751781731844,3.2009
1613,789,2296,0.6011805953457952,0.39881940465420485,3.7984
1614,918,1152,0.6011805953457952,0.39881940465420485,3.2974
1615,192,371,0.3520051995292306,0.6479948004707694,3.1304
1616,468,906,0.3520051995292306,0.6479948004707694,3.4738
1617,192,462,0.3520051995292306,0.6479948004707694,3.2363
1618,192,371,0.18939808011054993,0.8106019198894501,3.1397
1619,468,1126,0.18939808011054993,0.8106019198894501,3.5551
1620,93,239,0.060296167619526386,0.9397038323804736,2.3736
1621,311,801,0.060296167619526386,0.9397038323804736,2.9455
1622,93,190,0.060296167619526386,0.9397038323804736,2.4574
1623,93,239,0.35966851003468037,0.6403314899653196,3.185
1624,311,636,0.35966851003468037,0.6403314899653196,3.318
1625,921,1450,0.9168591191992164,0.08314088080078363,3.5671
1626,878,1382,0.9168591191992164,0.08314088080078363,3.6051
1627,921,1044,0.9168591191992164,0.08314088080078363,2.9753
1628,921,1450,0.9591312697157264,0.040868730284273624,3.5108
1629,878,996,0.9591312697157264,0.040868730284273624,3.0624
1630,638,1576,0.46388525888323784,0.5361147411167622,3.4535
1631,184,454,0.46388525888323784,0.5361147411167622,3.5163
1632,638,1128,0.46388525888323784,0.5361147411167622,3.3518
1633,638,1576,0.6896790517494082,0.31032094825059175,3.5864
1634,184,325,0.6896790517494082,0.31032094825059175,3.1623
1635,524,785,0.5746150966733694,0.4253849033266306,3.3031
1636,753,1128,0.5746150966733694,0.4253849033266306,3.2744
1637,524,1533,0.5746150966733694,0.4253849033266306,3.6076
1638,524,785,0.09796633385121822,0.9020336661487818,3.1381
1639,753,2203,0.09796633385121822,0.9020336661487818,3.4328
1640,417,1189,0.378074511885643,0.621925488114357,3.3165
1641,795,2267,0.378074511885643,0.621925488114357,3.365
1642,417,665,0.378074511885643,0.621925488114357,3.2562
1643,417,1189,0.15368658304214478,0.8463134169578552,3.5394
1644,795,1269,0.15368658304214478,0.8463134169578552,3.412
1645,538,1002,0.519800866022706,0.48019913397729397,3.6701
1646,347,646,0.519800866022706,0.48019913397729397,3.454
1647,538,1448,0.519800866022706,0.48019913397729397,3.3146
1648,538,1002,0.5576570751145482,0.4423429248854518,3.2919
1649,347,934,0.5576570751145482,0.4423429248854518,3.5398
1650,969,2144,0.09923953656107187,0.9007604634389281,3.4111
1651,685,1515,0.09923953656107187,0.9007604634389281,3.3018
1652,969,2269,0.09923953656107187,0.9007604634389281,3.3306
1653,969,2144,0.7959892237558961,0.2040107762441039,3.4047
1654,685,1604,0.7959892237558961,0.2040107762441039,3.7524
1655,134,159,0.9872907130047679,0.012709286995232105,2.3276
1656,235,280,0.9872907130047679,0.012709286995232105,2.7413
1657,134,200,0.9872907130047679,0.012709286995232105,2.6891
1658,134,159,0.38426870480179787,0.6157312951982021,2.7877
1659,235,351,0.38426870480179787,0.6157312951982021,3.086
1660,270,618,0.6632923549041152,0.3367076450958848,3.2189
1661,67,153,0.6632923549041152,0.3367076450958848,2.7964
1662,270,301,0.6632923549041152,0.3367076450958848,3.0481
1663,270,618,0.055423250421881676,0.9445767495781183,2.8863
1664,67,74,0.055423250421881676,0.9445767495781183,1.5695
1665,859,1118,0.29720030445605516,0.7027996955439448,3.6478
1666,634,825,0.29720030445605516,0.7027996955439448,3.1734
1667,859,1893,0.29720030445605516,0.7027996955439448,3.564
1668,859,1118,0.6549479914829135,0.3450520085170865,3.1744
1669,634,1397,0.6549479914829135,0.3450520085170865,3.6689
1670,697,1848,0.8140140753239393,0.18598592467606068,3.4486
1671,430,1140,0.8140140753239393,0.18598592467606068,3.3189
1672,697,1967,0.8140140753239393,0.18598592467606068,3.8899
1673,697,1848,0.8854640712961555,0.11453592870384455,3.8146
1674,430,1214,0.8854640712961555,0.11453592870384455,4.0299
1675,343,560,0.2098989076912403,0.7901010923087597,2.9422
1676,998,1629,0.2098989076912403,0.7901010923087597,3.4526
1677,343,679,0.2098989076912403,0.7901010923087597,3.6873
1678,343,560,0.29381333477795124,0.7061866652220488,3.0763
1679,998,1977,0.29381333477795124,0.7061866652220488,3.4363
1680,305,832,0.5391055401414633,0.4608944598585367,3.3192
1681,211,575,0.5391055401414633,0.4608944598585367,3.4255
1682,305,755,0.5391055401414633,0.4608944598585367,3.5062
1683,305,832,0.6846146965399384,0.31538530346006155,3.4118
1684,211,522,0.6846146965399384,0.31538530346006155,3.6075
1685,666,1158,0.4369204454123974,0.5630795545876026,3.3208
1686,711,1237,0.4369204454123974,0.5630795545876026,3.3032
1687,666,884,0.4369204454123974,0.5630795545876026,3.2464
1688,666,1158,0.02674034610390663,0.9732596538960934,2.7748
1689,711,944,0.02674034610390663,0.9732596538960934,2.7727
1690,828,1936,0.9518497576937079,0.04815024230629206,3.5832
1691,321,750,0.9518497576937079,0.04815024230629206,3.3776
1692,828,1414,0.9518497576937079,0.04815024230629206,3.4842
1693,828,1936,0.26512303948402405,0.734876960515976,3.3433
1694,321,548,0.26512303948402405,0.734876960515976,3.2683
1695,231,304,0.08771862555295229,0.9122813744470477,2.3803
1696,823,1086,0.08771862555295229,0.9122813744470477,3.3378
1697,231,603,0.08771862555295229,0.9122813744470477,3.1221
1698,231,304,0.9151233853772283,0.08487661462277174,2.8745
1699,823,2149,0.9151233853772283,0.08487661462277174,3.9054
1700,158,341,0.26181273255497217,0.7381872674450278,3.0826
1701,906,1960,0.26181273255497217,0.7381872674450278,3.3169
1702,158,473,0.26181273255497217,0.7381872674450278,3.2005
1703,158,341,0.524091630242765,0.47590836975723505,3.2154
1704,906,2715,0.524091630242765,0.47590836975723505,3.517
1705,986,1159,0.6518401158973575,0.34815988410264254,3.5842
1706,524,616,0.6518401158973575,0.34815988410264254,3.3427
1707,986,1813,0.6518401158973575,0.34815988410264254,3.9899
1708,986,1159,0.18628324754536152,0.8137167524546385,3.4789
1709,524,963,0.18628324754536152,0.8137167524546385,3.2065
1710,555,1540,0.2291349247097969,0.7708650752902031,3.5224
1711,543,1507,0.2291349247097969,0.7708650752902031,3.4697
1712,555,659,0.2291349247097969,0.7708650752902031,3.0044
1713,555,1540,0.41685750149190426,0.5831424985080957,3.5921
1714,543,644,0.41685750149190426,0.5831424985080957,3.2504
1715,441,774,0.8728065807372332,0.12719341926276684,3.511
1716,160,281,0.8728065807372332,0.12719341926276684,3.0736
1717,441,926,0.8728065807372332,0.12719341926276684,3.5962
1718,441,774,0.7624159110710025,0.23758408892899752,3.4285
1719,160,336,0.7624159110710025,0.23758408892899752,3.6014
1720,481,1149,0.17432813718914986,0.8256718628108501,3.3325
1721,442,1056,0.17432813718914986,0.8256718628108501,3.2869
1722,481,683,0.17432813718914986,0.8256718628108501,3.1106
1723,481,1149,0.98977489490062,0.010225105099380016,3.3228
1724,442,628,0.98977489490062,0.010225105099380016,2.9785
1725,603,836,0.7869884055107832,0.2130115944892168,3.0864
1726,942,1306,0.7869884055107832,0.2130115944892168,3.3883
1727,603,1370,0.7869884055107832,0.2130115944892168,3.7115
1728,603,836,0.331962525844574,0.668037474155426,3.233
1729,942,2141,0.331962525844574,0.668037474155426,3.7272
1730,886,2245,0.33225215692073107,0.6677478430792689,3.9847
1731,92,233,0.33225215692073107,0.6677478430792689,3.1103
1732,886,2337,0.33225215692073107,0.6677478430792689,3.6228
1733,886,2245,0.07025248184800148,0.9297475181519985,3.3058
1734,92,242,0.07025248184800148,0.9297475181519985,2.642
1735,50,78,0.6907756691798568,0.3092243308201432,2.394
1736,594,927,0.6907756691798568,0.3092243308201432,3.5638
1737,50,77,0.6907756691798568,0.3092243308201432,2.6936
1738,50,78,0.7203148091211915,0.2796851908788085,2.6226
1739,594,915,0.7203148091211915,0.2796851908788085,3.1215
1740,220,650,0.8970373896881938,0.1029626103118062,3.3447
1741,658,1944,0.8970373896881938,0.1029626103118062,3.7228
1742,220,420,0.8970373896881938,0.1029626103118062,3.1409
1743,220,650,0.8282750798389316,0.17172492016106844,3.2579
1744,658,1257,0.8282750798389316,0.17172492016106844,3.7158
1745,809,1578,0.0019059563055634499,0.9980940436944366,2.7454
1746,277,540,0.0019059563055634499,0.9980940436944366,1.9775
1747,809,2226,0.0019059563055634499,0.9980940436944366,2.6835
1748,809,1578,0.49052869342267513,0.5094713065773249,3.3799
1749,277,762,0.49052869342267513,0.5094713065773249,3.3203
1750,736,1543,0.6095352713018656,0.3904647286981344,3.7516
1751,785,1646,0.6095352713018656,0.3904647286981344,3.3972
1752,736,1581,0.6095352713018656,0.3904647286981344,3.6254
1753,736,1543,0.22101067192852497,0.778989328071475,3.4898
1754,785,1686,0.22101067192852497,0.778989328071475,3.5554
1755,382,429,0.4758657366037369,0.5241342633962631,3.2829
1756,402,451,0.4758657366037369,0.5241342633962631,3.0532
1757,382,405,0.4758657366037369,0.5241342633962631,3.2098
1758,382,429,0.5666310777887702,0.4333689222112298,3.0888
1759,402,427,0.5666310777887702,0.4333689222112298,3.0805
1760,393,1141,0.11332643963396549,0.8866735603660345,3.2049
1761,152,441,0.11332643963396549,0.8866735603660345,2.9858
1762,393,1134,0.11332643963396549,0.8866735603660345,3.3369
1763,393,1141,0.7464465200901031,0.25355347990989685,3.8568
1764,152,438,0.7464465200901031,0.25355347990989685,3.268
1765,754,1415,0.9720783531665802,0.0279216468334198,3.369
1766,534,1002,0.9720783531665802,0.0279216468334198,3.5697
1767,754,1352,0.9720783531665802,0.0279216468334198,3.2591
1768,754,1415,0.08809677977114916,0.9119032202288508,3.2768
1769,534,957,0.08809677977114916,0.9119032202288508,3.0126
1770,797,1630,0.39325385075062513,0.6067461492493749,3.4062
1771,501,1025,0.39325385075062513,0.6067461492493749,3.4704
1772,797,938,0.39325385075062513,0.6067461492493749,3.088
1773,797,1630,0.32633856777101755,0.6736614322289824,3.4778
1774,501,590,0.32633856777101755,0.6736614322289824,3.2213
1775,201,211,0.5056857103481889,0.4943142896518111,2.788
1776,883,927,0.5056857103481889,0.4943142896518111,3.482
1777,201,405,0.5056857103481889,0.4943142896518111,3.383
1778,201,211,0.9768133498728275,0.02318665012717247,2.5536
1779,883,1781,0.9768133498728275,0.02318665012717247,3.6046
1780,68,167,0.8282173248007894,0.17178267519921064,3.513
1781,844,2080,0.8282173248007894,0.17178267519921064,3.9616
1782,68,163,0.8282173248007894,0.17178267519921064,3.0455
1783,68,167,0.5878777708858252,0.41212222911417484,2.9461
1784,844,2029,0.5878777708858252,0.41212222911417484,3.362
1785,897,1289,0.19480671640485525,0.8051932835951447,3.218
1786,343,493,0.19480671640485525,0.8051932835951447,3.1348
1787,897,1171,0.19480671640485525,0.8051932835951447,3.3003
1788,897,1289,0.24959876667708158,0.7504012333229184,3.2788
1789,343,448,0.24959876667708158,0.7504012333229184,3.2329
1790,584,1523,0.6783553399145603,0.3216446600854397,3.2987
1791,718,1872,0.6783553399145603,0.3216446600854397,3.4139
1792,584,968,0.6783553399145603,0.3216446600854397,3.3296
1793,584,1523,0.48002400901168585,0.5199759909883142,3.3283
1794,718,1191,0.48002400901168585,0.5199759909883142,3.3854
1795,470,757,0.28296498768031597,0.717035012319684,3.2243
1796,217,349,0.28296498768031597,0.717035012319684,3.2097
1797,470,1177,0.28296498768031597,0.717035012319684,3.2087
1798,470,757,0.8260539937764406,0.17394600622355938,3.4307
1799,217,543,0.8260539937764406,0.17394600622355938,3.2985
1800,451,1002,0.7329235598444939,0.26707644015550613,3.666
1801,381,846,0.7329235598444939,0.26707644015550613,3.8206
1802,451,882,0.7329235598444939,0.26707644015550613,3.6115
1803,451,1002,0.9265759624540806,0.07342403754591942,3.4625
1804,381,745,0.9265759624540806,0.07342403754591942,3.6026
1805,573,711,0.3690217901021242,0.6309782098978758,3.267
1806,764,949,0.3690217901021242,0.6309782098978758,3.3601
1807,573,1641,0.3690217901021242,0.6309782098978758,3.4339
1808,573,711,0.2682882035151124,0.7317117964848876,3.2168
1809,764,2188,0.2682882035151124,0.7317117964848876,3.9783
1810,975,2763,0.7580317268148065,0.24196827318519354,4.0128
1811,270,765,0.7580317268148065,0.24196827318519354,3.247
1812,975,2176,0.7580317268148065,0.24196827318519354,3.4376
1813,975,2763,0.006498766131699085,0.9935012338683009,2.7365
1814,270,602,0.006498766131699085,0.9935012338683009,2.1537
1815,139,253,0.15561727713793516,0.8443827228620648,2.7952
1816,652,1188,0.15561727713793516,0.8443827228620648,3.0924
1817,139,149,0.15561727713793516,0.8443827228620648,2.2285
1818,139,253,0.6570355296134949,0.3429644703865051,3.1716
1819,652,699,0.6570355296134949,0.3429644703865051,3.6111
1820,249,662,0.4478165050968528,0.5521834949031472,3.3313
1821,602,1602,0.4478165050968528,0.5521834949031472,3.4522
1822,249,359,0.4478165050968528,0.5521834949031472,3.0602
1823,249,662,0.7670309413224459,0.23296905867755413,3.6094
1824,602,868,0.7670309413224459,0.23296905867755413,3.2414
1825,838,1409,0.5917480336502194,0.40825196634978056,3.4086
1826,101,169,0.5917480336502194,0.40825196634978056,2.8188
1827,838,1965,0.5917480336502194,0.40825196634978056,4.0096
1828,838,1409,0.4288139333948493,0.5711860666051507,3.4991
1829,101,236,0.4288139333948493,0.5711860666051507,3.2371
1830,646,1468,0.04313116334378719,0.9568688366562128,3.283
1831,966,2195,0.04313116334378719,0.9568688366562128,3.5844
1832,646,1773,0.04313116334378719,0.9568688366562128,3.3951
1833,646,1468,0.15920745860785246,0.8407925413921475,3.6856
1834,966,2652,0.15920745860785246,0.8407925413921475,4.0017
1835,293,369,0.9328986667096615,0.06710133329033852,2.8545
1836,465,586,0.9328986667096615,0.06710133329033852,2.9948
