,mu,lambda,prob,HV
115,259.20410156,2.30053711,0.41650391,0.1041581568748455
116,957.788086,2.30053711,0.416503906,0.148792030365796
117,259.20410156,2.75219727,0.41650391,0.1461346273924154
118,259.204102,2.30053711,0.250488281,0.1065161271098575
119,957.788086,2.75219727,0.250488281,0.1112738167016657
120,199.82910156,1.20678711,0.97900391,0.0848794359004763
121,660.91308594,1.20678711,0.97900391,0.1582284245852166
122,199.82910156,1.34594727,0.97900391,0.1746474560384084
123,199.82910156,1.20678711,0.43798828,0.0520572490649036
124,660.913086,1.34594727,0.437988281,0.1427551707886817
125,674.829102,2.45678711,0.479003906,0.2372776723520583
126,185.91308594,2.45678711,0.47900391,0.1663315895655162
127,674.829102,2.59594727,0.479003906,0.2814546574349117
128,674.82910156,2.45678711,0.93798828,0.3574380062372693
129,185.91308594,2.59594727,0.93798828,0.0991622177157206
132,912.329102,1.97094727,0.729003906,0.2606168368116021
134,898.413086,1.97094727,0.687988281,0.3580569783262689
135,437.329102,1.83178711,0.229003906,0.1811332076805751
136,423.413086,1.83178711,0.229003906,0.1882956167567784
137,437.329102,0.720947266,0.229003906,0.0780549228784929
138,437.329102,1.83178711,0.187988281,0.1042454591271381
139,423.413086,0.720947266,0.187988281,0.0876409706607049
140,318.57910156,0.89428711,0.35400391,0.188735618759633
141,304.66308594,0.89428711,0.35400391,0.1057388891819248
142,318.57910156,1.03344727,0.35400391,0.1089422310721316
143,318.579102,0.894287109,0.312988281,0.0933501513810685
144,304.66308594,1.03344727,0.31298828,0.0534522565415866
145,793.57910156,2.14428711,0.85400391,0.4854610269534981
146,779.66308594,2.14428711,0.85400391,0.2518594135436518
147,793.57910156,2.28344727,0.85400391,0.4169018588453804
148,793.57910156,2.14428711,0.81298828,0.3989844930069093
149,779.66308594,2.28344727,0.81298828,0.2159176185659346
150,556.079102,1.51928711,0.104003906,0.105999663665047
151,67.16308594,1.51928711,0.10400391,0.0270719423103629
152,556.079102,2.90844727,0.104003906,0.1768791956852908
153,556.07910156,1.51928711,0.56298828,0.1098780107605823
154,67.16308594,2.90844727,0.56298828,0.133123766760814
155,81.07910156,2.76928711,0.60400391,0.0819349688659976
156,542.16308594,2.76928711,0.60400391,0.2134094711590847
157,81.07910156,1.65844727,0.60400391,0.1204337527596152
158,81.0791016,2.76928711,0.0629882812,0.0772018938646597
159,542.163086,1.65844727,0.0629882812,0.0869044120209709
160,95.92285156,0.85522461,0.77587891,0.2329545644332803
161,942.944336,0.855224609,0.775878906,0.1496349945078142
162,95.92285156,2.16625977,0.77587891,0.160473565007328
163,95.92285156,0.85522461,0.20361328,0.0819044725891923
164,942.944336,2.16625977,0.203613281,0.2288814568403872
165,570.922852,2.10522461,0.275878906,0.2201324136629266
166,467.944336,2.10522461,0.275878906,0.1398986303267141
167,570.922852,0.916259766,0.275878906,0.0860796599202752
168,570.92285156,2.10522461,0.70361328,0.2398811363643837
169,467.94433594,0.91625977,0.70361328,0.1573846130115763
170,808.422852,1.48022461,0.525878906,0.2596062780264028
171,705.444336,1.48022461,0.525878906,0.2180456382866788
172,808.422852,1.54125977,0.525878906,0.3313623593238027
173,808.42285156,1.48022461,0.95361328,0.2494596657197977
174,705.44433594,1.54125977,0.95361328,0.470869553044725
175,333.422852,2.73022461,0.0258789062,0.1073899958458487
176,230.444336,2.73022461,0.0258789062,0.0876140089856718
177,333.422852,2.79125977,0.0258789062,0.0505751380165749
178,333.42285156,2.73022461,0.45361328,0.2400893751290084
179,230.44433594,2.79125977,0.45361328,0.1940574370580342
180,452.172852,1.16772461,0.400878906,0.1363970638311842
181,111.69433594,1.16772461,0.40087891,0.0398222045416854
182,452.172852,2.47875977,0.400878906,0.2725942457260501
183,452.172852,1.16772461,0.0786132812,0.1136790878064172
184,111.694336,2.47875977,0.0786132812,0.0556195236122547
185,927.172852,2.41772461,0.900878906,0.3958001973573304
186,586.69433594,2.41772461,0.90087891,0.3885530811060251
187,927.172852,1.22875977,0.900878906,0.201287554926292
188,927.172852,2.41772461,0.578613281,0.2325018420144803
189,586.694336,1.22875977,0.578613281,0.1467914618462281
191,349.194336,0.542724609,0.150878906,0.0984790097288754
194,349.19433594,0.60375977,0.82861328,0.1138296380490124
195,214.67285156,1.79272461,0.65087891,0.0972437089627686
196,824.194336,1.79272461,0.650878906,0.2366525463605962
197,214.67285156,1.85375977,0.65087891,0.1553422036168937
198,214.67285156,1.79272461,0.32861328,0.1300775026682967
199,824.194336,1.85375977,0.328613281,0.2426047722018276
200,274.047852,1.63647461,0.213378906,0.1281685493851528
201,527.319336,1.63647461,0.213378906,0.1395178503321723
202,274.047852,1.07250977,0.213378906,0.1288129172770459
203,274.04785156,1.63647461,0.39111328,0.1179753931073327
204,527.319336,1.07250977,0.391113281,0.1716191835282774
205,749.047852,2.88647461,0.713378906,0.408548138416937
206,52.31933594,2.88647461,0.71337891,0.0683729149508747
207,749.047852,2.32250977,0.713378906,0.303908037870535
208,749.04785156,2.88647461,0.89111328,0.2833387279753026
209,52.31933594,2.32250977,0.89111328,0.1091197450680352
210,986.547852,1.01147461,0.463378906,0.1477994938576128
211,764.819336,1.01147461,0.463378906,0.0929277662627759
212,986.547852,2.94750977,0.463378906,0.223537140607708
213,986.547852,1.01147461,0.641113281,0.2186865849387931
214,764.819336,2.94750977,0.641113281,0.4060679341773594
215,511.54785156,2.26147461,0.96337891,0.4076921417385243
216,289.81933594,2.26147461,0.96337891,0.1812329994841721
217,511.54785156,1.69750977,0.96337891,0.3526346651115937
218,511.547852,2.26147461,0.141113281,0.1674528660344134
219,289.819336,1.69750977,0.141113281,0.0713491713652535
220,392.79785156,0.69897461,0.58837891,0.1632906082434035
221,408.56933594,0.69897461,0.58837891,0.1577486912065012
222,392.79785156,1.38500977,0.58837891,0.2448629388565954
223,392.797852,0.698974609,0.266113281,0.1344094150770291
224,408.569336,1.38500977,0.266113281,0.0818460580734653
225,867.797852,1.94897461,0.0883789062,0.1567490212178846
226,883.569336,1.94897461,0.0883789062,0.1883279469734323
227,867.797852,2.63500977,0.0883789062,0.2193794197146567
228,867.797852,1.94897461,0.766113281,0.2254906806169481
229,883.569336,2.63500977,0.766113281,0.5086236644038543
230,630.29785156,1.32397461,0.83837891,0.2854270811828481
231,171.06933594,1.32397461,0.83837891,0.1074493924258822
232,630.29785156,2.01000977,0.83837891,0.2119635036397134
233,630.297852,1.32397461,0.516113281,0.1754595419101815
234,171.06933594,2.01000977,0.51611328,0.1637105895613313
235,155.29785156,2.57397461,0.33837891,0.183348888674652
236,646.069336,2.57397461,0.338378906,0.1194124571118159
237,155.29785156,0.76000977,0.33837891,0.1134431479649814
238,155.297852,2.57397461,0.0161132812,0.0773980428830907
239,646.069336,0.760009766,0.0161132812,0.0486180269015094
240,125.61035156,1.40209961,0.74462891,0.1385689766999472
241,378.88183594,1.40209961,0.74462891,0.194561774931453
242,125.61035156,2.71313477,0.74462891,0.0880543142057425
243,125.61035156,1.40209961,0.79736328,0.1036365327913036
244,378.88183594,2.71313477,0.79736328,0.1308020504561697
245,600.610352,2.65209961,0.244628906,0.3252415909094238
246,853.881836,2.65209961,0.244628906,0.2867166208069839
247,600.610352,1.46313477,0.244628906,0.1399894426463143
248,600.610352,2.65209961,0.297363281,0.2680047052947301
