[3, 3, 3, 3, 3, 3, 3, 0, 3, 18, 3, 3, 3, 3, 23, 16, 4, 6, 19, 7, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 0, 3, 18, 3, 3, 3, 3, 2, 9, 23, 6, 22, 10, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 0, 3, 15, 3, 3, 3, 3, 7, 9, 12, 6, 14, 13, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 7, 9, 3, 6, 16, 3, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 23, 22, 1, 6, 12, 18, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 22, 1, 6, 12, 7, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 22, 23, 6, 12, 7, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 15, 12, 6, 14, 13, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 9, 18, 6, 14, 16, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 15, 22, 18, 6, 0, 9, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 22, 4, 6, 19, 18, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 8, 5, 4, 6, 6, 1, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 18, 3, 3, 3, 3, 3, 3, 8, 5, 4, 6, 6, 1, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 12, 22, 5, 6, 6, 16, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 9, 3, 6, 16, 2, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 3, 3, 19, 3, 3, 3, 3, 23, 21, 4, 6, 16, 11, 6, 6, 6, 6]
[13, 13, 13, 13, 3, 13, 18, 18, 18, 18, 3, 3, 3, 3, 3, 18, 18, 6, 6, 13, 6, 6, 6, 6]
[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 1, 22, 12, 2, 23, 13, 2, 2, 2, 2]
[3, 3, 3, 3, 3, 3, 3, 12, 3, 18, 3, 3, 3, 3, 0, 11, 10, 13, 21, 5, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 4, 3, 18, 3, 3, 3, 3, 0, 11, 10, 13, 21, 5, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 0, 16, 14, 3, 7, 22, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 3, 3, 12, 19, 1, 3, 21, 9, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 15, 3, 3, 3, 3, 3, 3, 12, 19, 1, 3, 21, 9, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 15, 3, 16, 3, 3, 3, 3, 8, 12, 5, 3, 2, 20, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 15, 3, 16, 3, 3, 3, 3, 8, 12, 5, 3, 7, 22, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 15, 3, 16, 3, 3, 3, 3, 8, 12, 5, 3, 2, 22, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 15, 3, 16, 3, 3, 3, 3, 8, 12, 5, 3, 2, 11, 13, 13, 13, 13]
[3, 3, 3, 3, 3, 3, 3, 15, 3, 16, 3, 3, 3, 3, 8, 12, 5, 3, 2, 3, 13, 13, 13, 13]
[13, 13, 13, 13, 3, 13, 3, 4, 8, 16, 3, 3, 3, 3, 10, 5, 18, 3, 7, 13, 3, 3, 3, 3]
[14, 18, 3, 3, 3, 3, 18, 7, 18, 18, 3, 3, 3, 3, 21, 11, 5, 3, 18, 18, 1, 3, 3, 3]
[14, 18, 3, 3, 3, 3, 18, 7, 18, 18, 3, 3, 3, 3, 21, 9, 22, 3, 18, 18, 1, 3, 3, 3]
[14, 18, 3, 3, 3, 3, 18, 7, 18, 18, 3, 3, 3, 3, 21, 9, 5, 3, 18, 18, 17, 3, 3, 3]
